entity_id,entity_type,timestamp,ip,geo_location,device_fingerprint,os,browser,resource_accessed,http_method,authentication_method,session_duration,command_sequence,label,anomaly_type
b5c64fe4-2fc9-44fe-b754-e5fd70849807,USER,2026-06-26 22:47:58.313320,78.143.97.199,"North Karenmouth, Croatia",208b6b06-2ba5-4a3e-b463-219a73e35860,Linux,Edge,/api/profile,GET,Password,40,cmd_6 -> cmd_17,0,None
dbabadac-d108-4577-a7f5-eb81a3286711,USER,2026-06-26 22:48:43.313320,101.239.45.114,"North Josephside, Guinea",0017f171-ed2e-4db8-9fe2-545ecd7c698e,Windows 11,Chrome,/api/settings,GET,Password,21,cmd_6 -> cmd_17,0,None
477e2e9b-a21a-46b1-bcc6-326728ffed6d,SERVICE_ACCOUNT,2026-06-26 22:51:31.313320,211.171.152.136,"Valenciaview, United States Minor Outlying Islands",66ee97b5-b1d9-437d-8d02-844fa20a1d06,Windows 11,Edge,/api/settings,GET,OAuth,20,cmd_6 -> cmd_15,0,None
d8a1d898-8e69-4d16-a9ee-ef83b575e39f,USER,2026-06-26 22:54:27.313320,38.246.41.166,"North Clinton, United States of America",b3f731a9-7dd2-4c41-b58e-9e653121771a,iOS,Firefox,/api/dashboard,GET,OAuth,19,cmd_10 -> cmd_20,0,None
50d2434d-97fb-4ef7-a8e2-4c4f38fa7f82,SERVICE_ACCOUNT,2026-06-26 22:55:36.313320,124.208.1.72,"North Cameron, Venezuela",53048ffe-e7fa-4364-bca7-cfc627f6620c,Windows 11,Chrome,/api/settings,POST,SSO,37,cmd_9 -> cmd_17,0,None
60f66b87-4d7b-4c5b-85dd-64af94b2c46e,USER,2026-06-26 22:57:33.313320,76.183.75.208,"Swansonview, Cambodia",236fb958-8e6a-4f43-b78e-e2597b971981,iOS,Safari,/api/data/view,GET,Password,26,cmd_7 -> cmd_14,0,None
bb190848-f5c9-4b76-9de8-4228447e01ed,SERVICE_ACCOUNT,2026-06-26 22:58:47.313320,87.178.78.170,"Port Richard, Korea",c6b2c4cf-7360-4e9e-9724-baeff64b28de,Android,Firefox,/api/profile,GET,SSO,30,cmd_1 -> cmd_20,0,None
1ee44e41-0fa0-4293-8b97-3296a08b9740,USER,2026-06-26 23:00:13.313320,90.245.218.158,"Donaldbury, South Africa",154d285e-5f97-4c6b-b160-535d25d647a1,Linux,Chrome,/api/data/view,GET,OAuth,28,cmd_3 -> cmd_11,0,None
7741a529-1ca9-4fd4-bdff-fc62d3fd005f,USER,2026-06-26 23:00:39.313320,155.187.179.213,"Conleyton, Western Sahara",46c26cb4-4cdc-4dda-a422-38f9e5df3e11,Windows 10,Safari,/api/profile,GET,MFA,20,cmd_2 -> cmd_18,0,None
033a47d1-6beb-4415-930e-a6c008eb3bfa,USER,2026-06-26 23:01:42.313320,9.110.12.132,"Jimmyton, Brunei Darussalam",1f8bd916-7b69-4415-8a18-e502d3a49c44,iOS,Safari,/api/dashboard,GET,OAuth,29,cmd_10 -> cmd_20,0,None
e9f2e6e4-d752-46ad-81c2-e94c4537047a,USER,2026-06-26 23:02:49.313320,35.15.14.206,"Karinatown, French Polynesia",37c76f73-8692-4a06-a825-27351f5c3a2d,Windows 11,Firefox,/api/settings,POST,SSO,33,cmd_8 -> cmd_17,0,None
b0a3a7bf-c7b2-4a45-8386-7f2cdc24b031,SERVICE_ACCOUNT,2026-06-26 23:05:14.313320,94.229.136.190,"Gabriellaburgh, Gibraltar",b8c5eedb-c503-4951-861c-a1e750c282ce,Windows 11,Firefox,/api/settings,GET,MFA,32,cmd_3 -> cmd_20,0,None
02467cf6-1cea-4a34-947a-7d2ecd763522,USER,2026-06-26 23:05:54.313320,52.242.94.245,"Kingberg, Hungary",e022b462-d6bb-4511-a185-e48be4a4451a,Android,Chrome,/api/settings,GET,MFA,23,cmd_4 -> cmd_18,0,None
6cd8ee30-3a08-4868-bbcf-634a84bc0b28,USER,2026-06-26 23:06:51.313320,97.141.148.211,"Elliottstad, Grenada",bde836bf-d789-423a-9781-74ca60f2b8a5,Windows 11,Chrome,/login,GET,Password,26,cmd_4 -> cmd_14,0,None
aa20006e-68ff-4593-8494-3c39ea62940b,SERVICE_ACCOUNT,2026-06-26 23:08:59.313320,219.88.127.199,"Thomasview, Solomon Islands",ed0c5132-fc38-422d-b5d2-8c935b482a1a,Linux,Chrome,/api/dashboard,GET,Password,24,cmd_10 -> cmd_12,0,None
00b63c9e-450b-4ba5-a60f-7f22b6f2bbff,USER,2026-06-26 23:10:29.313320,168.177.30.63,"Clarkborough, Mayotte",836ca06d-7e91-428e-b4df-1e8b47120d8c,iOS,Chrome,/api/profile,GET,Password,24,cmd_9 -> cmd_12,0,None
d6882bb6-c7c2-42e8-87e0-c01b30b873cc,USER,2026-06-26 23:13:54.313320,13.231.253.214,"West Christopher, Libyan Arab Jamahiriya",1d832134-d9cb-4cbb-8591-a841839c5fc3,macOS,Edge,/api/settings,GET,MFA,31,cmd_8 -> cmd_16,0,None
b8d79a06-73d8-4689-9d1c-86402f0103f0,USER,2026-06-26 23:16:04.313320,20.32.156.109,"Villaton, Burkina Faso",f698efed-398f-463b-9fdf-f36bfbc0a023,iOS,Chrome,/api/profile,POST,MFA,39,cmd_10 -> cmd_20,0,None
57d233de-8172-404a-87ec-6c3e6e3f8866,USER,2026-06-26 23:17:09.313320,180.8.175.248,"South Mistymouth, Vietnam",31119390-9459-4c83-8435-1fb1b65faca8,macOS,Chrome,/api/data/view,GET,SSO,36,cmd_10 -> cmd_15,0,None
704d28fc-f535-4b6f-a2cb-adac2467471a,USER,2026-06-26 23:22:49.313320,84.84.131.120,"West Carla, Trinidad and Tobago",b45a437d-f949-4149-a765-4c260fc26c7f,Windows 11,Firefox,/login,GET,Password,29,cmd_9 -> cmd_11,0,None
2e08b253-ef05-4aa8-bfdd-0b43be145afd,SERVICE_ACCOUNT,2026-06-26 23:26:00.313320,146.52.77.211,"Wilsonside, Saint Lucia",dd1106b5-ba25-4892-a175-432f7ef45ac6,Android,Chrome,/api/dashboard,GET,Password,36,cmd_4 -> cmd_11,0,None
4874515a-24d6-44ac-9043-feb747ea318b,SERVICE_ACCOUNT,2026-06-26 23:26:44.313320,21.28.18.52,"Smithstad, Mayotte",3bd14893-cc69-4575-9116-ca767982cbaf,Android,Firefox,/login,GET,Password,24,cmd_9 -> cmd_17,0,None
2f4c0f07-3616-4f23-b995-be6628d94637,USER,2026-06-26 23:27:22.313320,211.254.45.137,"South Gregorymouth, Croatia",2e5228ff-16a3-4cf5-9686-7ef43502e7a5,Android,Firefox,/api/dashboard,GET,MFA,31,cmd_4 -> cmd_20,0,None
f0fa1620-dbef-409c-b9cd-d45a34b040ed,SERVICE_ACCOUNT,2026-06-26 23:28:03.313320,106.18.178.126,"South Alexander, Swaziland",6ac19cae-12ac-41ca-b3de-3a8cf9d35ac2,Android,Firefox,/api/profile,GET,SSO,34,cmd_9 -> cmd_13,0,None
2c5e4304-8dc0-4fe7-806c-e3a87adb1626,USER,2026-06-26 23:28:06.313320,69.245.78.234,"North Margaretburgh, Central African Republic",da522d00-96c4-4d57-b2e3-ef5cead99306,macOS,Safari,/api/profile,GET,OAuth,30,cmd_9 -> cmd_20,0,None
dfaaa194-32ab-4c11-8803-f6f39b6d9c2e,USER,2026-06-26 23:31:30.313320,113.218.181.60,"Port Randallborough, Malta",ded4c7cc-8787-4a5b-a130-e7247199fe2b,Windows 11,Firefox,/api/settings,POST,Password,22,cmd_4 -> cmd_13,0,None
704d28fc-f535-4b6f-a2cb-adac2467471a,USER,2026-06-26 23:32:04.313320,84.84.131.120,"West Carla, Trinidad and Tobago",b45a437d-f949-4149-a765-4c260fc26c7f,Windows 11,Firefox,/api/dashboard,POST,Password,32,cmd_7 -> cmd_11,0,None
115ab14e-d693-4cac-998f-ec328ec5ecc5,SERVICE_ACCOUNT,2026-06-26 23:33:04.313320,46.147.82.58,"Autumnborough, South Georgia and the South Sandwich Islands",713e830c-7e5e-421c-8496-532e89e62b48,macOS,Firefox,/api/settings,GET,SSO,17,cmd_2 -> cmd_16,0,None
bfb946cd-0df0-4954-8540-14f772d30094,SERVICE_ACCOUNT,2026-06-26 23:33:53.313320,220.42.241.193,"New Catherine, Bouvet Island (Bouvetoya)",f9a2d68a-e8d5-4bd2-b7ee-cd290b38b183,Android,Safari,/api/settings,GET,Password,22,cmd_8 -> cmd_19,0,None
84c41a61-a959-4f74-9d4d-6e6eb88b4f01,USER,2026-06-26 23:34:26.313320,40.112.88.166,"South Paul, Morocco",a9958aa4-728d-49c8-9f5b-cddae514e8d4,macOS,Firefox,/login,POST,OAuth,41,cmd_7 -> cmd_14,0,None
2f701e04-5f8d-4aeb-ad7e-6bb4b71c8a37,SERVICE_ACCOUNT,2026-06-26 23:38:19.313320,179.206.164.135,"West Reginaland, Mali",1712cedb-1c7d-410b-91fc-427232e12541,Linux,Safari,/api/dashboard,DELETE,Password,13,cmd_1 -> cmd_19,0,None
0cd6a2d0-7d2d-41b4-80b3-9f6d1213f217,USER,2026-06-26 23:40:28.313320,102.139.161.238,"Wilsonburgh, Dominica",b89bd38e-7f14-4e12-a717-c51f9aae2dce,Android,Chrome,/api/profile,DELETE,SSO,28,cmd_9 -> cmd_15,0,None
3c87666f-8be8-4b38-bae5-184fee88b590,USER,2026-06-26 23:41:06.313320,119.223.103.85,"Lake Russellville, Malaysia",85104479-7bb5-41f2-b51f-6a95abf0b22f,Linux,Safari,/api/profile,GET,SSO,38,cmd_8 -> cmd_15,0,None
339e58e3-a429-4909-af23-115c9d7de396,USER,2026-06-26 23:42:03.313320,144.197.26.118,"Marksmouth, Madagascar",54aeb75f-c235-492e-8824-f8eda6bdf288,Windows 10,Safari,/api/settings,POST,SSO,38,cmd_10 -> cmd_15,0,None
00188dfd-0718-4af3-bd4b-44b3f689b7b2,USER,2026-06-26 23:42:23.313320,193.34.43.13,"West Timothy, Puerto Rico",efc759a8-3c79-4ec4-ba37-95c3fd6e05fd,macOS,Safari,/api/settings,GET,Password,31,cmd_7 -> cmd_15,0,None
cbea7864-3272-46ff-b6f7-24c8ee1fd0d3,SERVICE_ACCOUNT,2026-06-26 23:48:12.313320,216.245.40.126,"Gardnerstad, Canada",5d7352bc-8372-46b3-9b8f-26e1fb8fade6,Windows 11,Chrome,/api/profile,GET,MFA,7,cmd_2 -> cmd_18,0,None
d9478f68-5a3b-4e99-839e-679a1cc1cf96,USER,2026-06-26 23:48:50.313320,117.249.129.169,"East Julie, Kenya",40167828-1a99-4e09-86a3-1648265cfcd8,Linux,Edge,/api/dashboard,POST,Password,35,cmd_6 -> cmd_14,0,None
7571606c-7fe3-43d0-8576-77d726b573c4,USER,2026-06-26 23:49:27.313320,84.196.138.225,"Benjaminmouth, Bermuda",5f6e00aa-aed8-4557-8367-06822f92b864,Linux,Edge,/api/data/view,GET,Password,38,cmd_5 -> cmd_15,0,None
49c0b7c7-dc5f-4f4b-bc16-25af10e78705,USER,2026-06-26 23:51:43.313320,210.149.7.16,"South Kelseyport, Sao Tome and Principe",c5efa3c6-9316-4c07-8e46-4ac36592a2f1,iOS,Firefox,/api/settings,GET,Password,16,cmd_6 -> cmd_18,0,None
3788b190-846b-4e88-8747-c919589b7399,USER,2026-06-26 23:52:35.313320,160.132.56.228,"Clarkhaven, Cayman Islands",1f908f64-9a1e-4cfb-bf7c-86f97ec36d06,iOS,Firefox,/api/dashboard,POST,Password,22,cmd_5 -> cmd_12,0,None
a372159d-cf16-4a6c-a80e-d95b043f459d,USER,2026-06-26 23:54:04.313320,147.233.198.254,"Franklinmouth, Monaco",ed2fbd3c-3c92-4c4c-8336-cf751213e8d8,Windows 10,Edge,/api/profile,GET,OAuth,26,cmd_7 -> cmd_16,0,None
9ae7bb1a-9b46-4167-b851-48e1687bf2d2,USER,2026-06-26 23:54:56.313320,145.111.53.211,"West Laura, Bahamas",5bb59360-a409-472f-b163-9d4aa3d5d7c7,Linux,Firefox,/api/data/view,GET,Password,21,cmd_4 -> cmd_18,0,None
cb8dc1f4-1815-4687-b14c-59d8e39f13d9,USER,2026-06-26 23:58:33.313320,184.151.142.238,"Davidmouth, Taiwan",b5afd6d6-dbbd-4ca5-aaa7-bb60c5ee0517,macOS,Chrome,/login,GET,MFA,24,cmd_9 -> cmd_18,0,None
15f68973-f1f5-4747-a7b9-9d0e3330be78,USER,2026-06-26 23:59:23.313320,126.168.248.222,"Toddborough, Timor-Leste",858fef71-193f-4377-a9fa-564cf64174da,Linux,Chrome,/api/profile,DELETE,OAuth,22,cmd_4 -> cmd_20,0,None
023cc67f-9f37-434a-b559-13b0bd0fee63,USER,2026-06-26 23:59:28.313320,208.81.241.178,"Ronaldmouth, Grenada",517b5748-ee8f-4ec4-8834-e43c1104ac4e,iOS,Edge,/login,POST,OAuth,29,cmd_1 -> cmd_18,0,None
cdce9c25-586f-4df4-9f12-ada6b6db31e6,USER,2026-06-27 00:00:40.313320,116.211.255.140,"Lake Jeffrey, Lithuania",036ac7ef-154f-4332-976e-94ef3967047b,Linux,Edge,/login,GET,Password,36,cmd_2 -> cmd_17,0,None
5302d325-81b0-4324-b659-25d449d8c204,USER,2026-06-27 00:01:52.313320,19.0.167.75,"Ericksonhaven, Samoa",fc2c53cc-6170-472b-88a7-722267fe6a04,Windows 11,Safari,/api/settings,GET,MFA,28,cmd_9 -> cmd_17,0,None
da708f0f-728c-40ea-b2b9-d7e5d91046ce,USER,2026-06-27 00:02:19.313320,152.231.22.89,"Tamaraport, Sierra Leone",aa32b3bd-133c-4cf3-9061-dac91e6a1775,iOS,Chrome,/api/data/view,GET,SSO,46,cmd_4 -> cmd_14,0,None
2df0f79f-95dc-48f1-9cbd-8400d8d9a480,SERVICE_ACCOUNT,2026-06-27 00:02:22.313320,74.151.17.130,"West Keithland, Antigua and Barbuda",3300f893-080f-4d78-b4d6-cc91472c8b51,Linux,Safari,/api/data/view,POST,MFA,21,cmd_2 -> cmd_18,0,None
a1fd53a6-257a-4847-bbdf-64bf613f63e1,SERVICE_ACCOUNT,2026-06-27 00:02:38.313320,33.138.78.233,"Sarahburgh, Angola",31ac46b1-ef31-4483-bc0d-7e2556395ef5,Windows 10,Firefox,/api/dashboard,GET,OAuth,40,cmd_6 -> cmd_13,0,None
e642eaf4-c0b9-4ed8-a5d1-c9f42ab4d202,SERVICE_ACCOUNT,2026-06-27 00:06:26.313320,36.53.88.254,"West Christopherberg, Belarus",748a62ba-068e-4c24-a0a6-51f16bc791bb,Windows 10,Edge,/api/settings,POST,MFA,15,cmd_1 -> cmd_20,0,None
caa089be-0869-4424-99ba-bccd3c92aba1,SERVICE_ACCOUNT,2026-06-27 00:10:21.313320,221.240.202.254,"North Matthew, Trinidad and Tobago",edd4acb5-2413-473b-9812-ba84f816cd05,iOS,Safari,/api/dashboard,GET,OAuth,38,cmd_10 -> cmd_16,0,None
d823c497-cd11-4f53-bb6e-28b44307e946,SERVICE_ACCOUNT,2026-06-27 00:11:18.313320,163.76.179.254,"North Kenneth, Netherlands",fdc285b1-94c1-447f-a1af-0f5596155447,Windows 10,Chrome,/api/settings,GET,OAuth,36,cmd_3 -> cmd_15,0,None
d10b828b-ca46-4020-9391-6ff678036e97,USER,2026-06-27 00:12:15.313320,78.80.65.77,"Port Danielshire, Bulgaria",05cb8420-6c87-4954-8cd0-d4e70dab5561,Windows 10,Firefox,/login,GET,OAuth,34,cmd_6 -> cmd_17,0,None
8b15ed15-fcff-4f98-b623-5cd18ded359e,SERVICE_ACCOUNT,2026-06-27 00:12:48.313320,74.159.207.74,"Sharonstad, Nigeria",7833c6d7-cbcf-4fcb-8e5e-a8b5e7a1351d,Android,Chrome,/api/profile,GET,SSO,45,cmd_10 -> cmd_12,0,None
becc27ab-1700-461c-a7ea-0a2db9211950,SERVICE_ACCOUNT,2026-06-27 00:13:08.313320,88.5.240.206,"South Robert, France",3b0566f6-6a19-4b24-8e76-998ce2e39930,iOS,Edge,/login,GET,OAuth,19,cmd_5 -> cmd_16,0,None
a0048c75-3e63-437a-a098-6d6dec8a0d44,USER,2026-06-27 00:13:53.313320,1.64.23.208,"Mariofurt, Saint Vincent and the Grenadines",1091631b-bc0e-48b2-909a-5aca29109b9f,Windows 10,Chrome,/api/dashboard,POST,Password,19,cmd_9 -> cmd_14,0,None
9e99da5d-9c93-4e62-a5fb-7ba4675b0236,USER,2026-06-27 00:14:53.313320,18.64.187.55,"South Mark, Brunei Darussalam",622ff8a7-9bd6-4283-a1cb-9d1873d5eb2b,Windows 11,Firefox,/api/data/view,GET,OAuth,20,cmd_2 -> cmd_17,0,None
2dc35cc4-0e6c-40af-bf41-7eb8d53ca7c4,USER,2026-06-27 00:17:06.313320,150.155.140.171,"Lake Carolyn, Afghanistan",b785d5d5-b156-439f-9c02-cb6d79785e60,Windows 11,Firefox,/login,PUT,Password,18,cmd_8 -> cmd_17,0,None
73bc33fa-74af-4e05-8ec5-b9089e068733,USER,2026-06-27 00:18:44.313320,51.166.133.208,"West Erintown, Senegal",14d0f804-77d5-4c92-b3a5-58a4e6576b9c,iOS,Firefox,/api/profile,POST,MFA,37,cmd_1 -> cmd_18,0,None
f86dcdec-502a-44a9-8467-6e049b157240,USER,2026-06-27 00:20:41.313320,194.126.35.55,"New Scott, Syrian Arab Republic",18e1e2a4-dae5-4c5a-a097-e9fda9610c80,macOS,Safari,/api/data/view,POST,SSO,19,cmd_10 -> cmd_16,0,None
ce986778-571c-47e0-87b5-21ca22127681,USER,2026-06-27 00:21:09.313320,2.172.119.198,"Johnland, Ireland",67aa9042-4410-4a7b-870a-350de886d6ed,Android,Firefox,/api/profile,POST,OAuth,31,cmd_7 -> cmd_13,0,None
f2ba01e7-ab4f-4f15-b6b6-82bcf877fd1c,SERVICE_ACCOUNT,2026-06-27 00:22:04.313320,134.39.198.248,"New Andrew, Kuwait",ccb63e08-818c-4b90-b54b-a43be4c97ea8,Linux,Safari,/api/settings,GET,MFA,15,cmd_3 -> cmd_13,0,None
3d9e3d2e-0b2a-47f1-bbac-d86c5ae5117b,USER,2026-06-27 00:22:08.313320,109.219.10.99,"Ashleyborough, Honduras",7da6c557-a9c4-45f5-a463-1293f2552505,Linux,Safari,/api/dashboard,GET,Password,25,cmd_9 -> cmd_18,0,None
1a05f745-bd52-4e13-b63c-27c80d56762e,USER,2026-06-27 00:23:32.313320,204.189.249.127,"Nielsenhaven, Mozambique",87ea7a8a-8025-4eef-b92c-b85eb665445d,iOS,Firefox,/api/settings,GET,SSO,30,cmd_5 -> cmd_13,0,None
96eb7846-748c-4e18-8ad3-1a37763fae2c,USER,2026-06-27 00:25:08.313320,220.53.208.81,"Ronaldport, Poland",67ac23f2-c1b6-476f-9686-4167ac90442b,iOS,Chrome,/api/dashboard,GET,SSO,42,cmd_1 -> cmd_11,0,None
075a8729-bf51-44d8-98a3-c8041090e97c,USER,2026-06-27 00:26:32.313320,28.178.73.213,"New Jennifermouth, Slovenia",b8e0a6d4-cc88-4362-9a36-a6b0225fcecd,iOS,Safari,/api/dashboard,POST,SSO,24,cmd_5 -> cmd_15,0,None
0fca708d-e186-4398-bfde-3af3353c36de,USER,2026-06-27 00:27:28.313320,62.145.90.230,"East Amybury, Costa Rica",deada068-507c-4cf4-b765-7bd8ba80d9da,iOS,Firefox,/api/dashboard,POST,Password,41,cmd_6 -> cmd_20,0,None
d89528f9-58b1-4e74-9504-fb39535081f1,USER,2026-06-27 00:28:58.313320,186.162.61.236,"Esparzaton, Guam",2db64496-3817-491a-88ee-08c5a436c28b,macOS,Edge,/api/profile,GET,SSO,17,cmd_5 -> cmd_18,0,None
2a79653c-60fb-403e-beb4-f5f51d88a7b5,USER,2026-06-27 00:31:33.313320,78.166.168.153,"South Carolchester, Malta",37480958-8f63-4ec3-9039-78763febc713,Windows 11,Firefox,/login,POST,MFA,34,cmd_6 -> cmd_16,0,None
bcdcd605-7a75-4eec-88d7-d3cd103c7cb7,USER,2026-06-27 00:33:14.313320,53.75.70.74,"Myershaven, Iran",1d0aa389-e51f-4ec9-925e-bab046ebaa52,iOS,Firefox,/api/settings,POST,OAuth,18,cmd_2 -> cmd_18,0,None
bb55e86f-1b6e-4318-b2c5-d4021e044ca7,USER,2026-06-27 00:37:38.313320,180.210.220.100,"South Amandaburgh, Maldives",ded0c32f-c0ad-458a-b5c9-d5dadfd784af,Android,Safari,/api/data/view,GET,MFA,33,cmd_3 -> cmd_13,0,None
fc0e1548-24d2-4e38-a235-0d7bf042335a,USER,2026-06-27 00:39:43.313320,89.34.238.154,"Terryfurt, Palestinian Territory",0cc977d6-5678-49a8-bccd-011393c34e26,Android,Firefox,/api/dashboard,GET,SSO,41,cmd_3 -> cmd_19,0,None
1c042421-fcf6-4ec2-a074-6de72c54ad4e,SERVICE_ACCOUNT,2026-06-27 00:40:11.313320,144.102.233.223,"Stacyview, Portugal",4484c596-02f6-426f-9f99-673502961697,macOS,Safari,/api/settings,GET,OAuth,27,cmd_3 -> cmd_20,0,None
1569a039-741c-470a-bb2e-db844e353a3c,USER,2026-06-27 00:41:32.313320,140.255.146.200,"Lake Anthony, Andorra",26b1eca9-9471-4d5e-8f2f-7123bf161750,Android,Firefox,/api/data/view,POST,SSO,45,cmd_8 -> cmd_20,0,None
3fa5d876-127c-471b-90cc-c571799449de,USER,2026-06-27 00:41:49.313320,115.95.227.179,"South Ryan, New Caledonia",75827364-7e14-45c2-9565-abd1b679c8ac,Linux,Chrome,/api/data/view,DELETE,MFA,27,cmd_10 -> cmd_17,0,None
d0739920-61c2-4f9b-ad60-35ed0908174a,USER,2026-06-27 00:42:53.313320,54.236.109.109,"South Jessicamouth, United States Minor Outlying Islands",94a9a8de-bdfe-4bd5-baf3-d0a465b3fcbf,Linux,Edge,/api/data/view,GET,Password,22,cmd_10 -> cmd_13,0,None
7f29fc39-c6e4-482d-9a41-751aa65e3497,USER,2026-06-27 00:43:28.313320,10.165.126.55,"Millertown, Morocco",084c7e89-e161-4846-b4fc-fdecb4fd73e2,Windows 11,Chrome,/api/settings,GET,SSO,34,cmd_3 -> cmd_18,0,None
8ff3ba91-1537-4e8f-b9ca-a98ef21a7b66,USER,2026-06-27 00:52:41.313320,27.2.213.117,"Dianeton, Niger",b1b3c967-3cfa-40df-ae74-df1747f310e9,Android,Chrome,/api/dashboard,GET,MFA,15,cmd_8 -> cmd_13,0,None
99f090b9-30ca-4508-ae5e-77efcb2d3d20,USER,2026-06-27 00:53:39.313320,148.118.93.243,"Jamesland, Denmark",5fa37836-af73-4b7c-b626-7ac0f24bfa4a,Windows 11,Edge,/api/data/view,GET,Password,32,cmd_8 -> cmd_12,0,None
ba4ccd91-61b6-47de-9a6b-188ed95dd7b7,USER,2026-06-27 00:53:54.313320,173.20.125.97,"South Jason, Hungary",6bb4d0fb-aaf4-4d1e-bb62-95fbce1a7ff4,Linux,Edge,/api/settings,GET,SSO,30,cmd_4 -> cmd_13,0,None
8eb1c295-efd6-4d8b-9bac-1bf5b52b54bc,SERVICE_ACCOUNT,2026-06-27 00:54:01.313320,15.232.206.26,"Kaufmanland, Jersey",7c118d4d-d00e-4893-8d0f-94e1a10ea37e,Windows 10,Firefox,/api/dashboard,GET,Password,30,cmd_2 -> cmd_11,0,None
5be03258-384c-4688-95c0-6851616fd6d9,USER,2026-06-27 00:55:30.313320,117.127.244.150,"West Matthewchester, Thailand",4a09b222-6174-4abf-8e84-c07e082012a6,Linux,Chrome,/api/profile,GET,Password,23,cmd_5 -> cmd_19,0,None
51fec51f-657a-45e4-a069-f9dbae57de9a,USER,2026-06-27 00:58:10.313320,202.24.225.179,"East Brenda, United States Minor Outlying Islands",5153cdfe-fe28-46b2-9499-1e3593ca70c5,iOS,Firefox,/api/data/view,GET,OAuth,12,cmd_4 -> cmd_14,0,None
b0a3a7bf-c7b2-4a45-8386-7f2cdc24b031,SERVICE_ACCOUNT,2026-06-27 01:02:54.313320,94.229.136.190,"Gabriellaburgh, Gibraltar",b8c5eedb-c503-4951-861c-a1e750c282ce,Windows 11,Firefox,/api/data/view,GET,MFA,35,cmd_3 -> cmd_15,0,None
f6438efa-d261-4f98-8da2-3c38e15e0af2,USER,2026-06-27 01:03:07.313320,151.140.166.98,"Wilsonville, French Guiana",cfbe4b5b-4302-4bc7-8fa6-398af24a7f8a,Windows 11,Edge,/api/profile,GET,MFA,26,cmd_7 -> cmd_13,0,None
ae8c000e-84bd-479a-a1ab-a3b948df6bc8,SERVICE_ACCOUNT,2026-06-27 01:04:44.313320,27.199.195.21,"Port Melodyview, Spain",90eb6d13-20ad-4653-a759-948e6da25e65,Windows 11,Chrome,/api/dashboard,GET,Password,23,cmd_3 -> cmd_15,0,None
